UWI,Date,Oil_Volume_m3,Water_Volume_m3,Gas_Volume_e3m3
100/06-02-010-113W1/00,2025/2/22,78,59.2,3.9
100/06-02-010-113W1/00,2025/2/23,83.31,28.28,4.17
100/06-02-010-113W1/00,2025/2/24,84.32,39.23,4.22
100/06-02-010-113W1/00,2025/2/25,78.1,34.16,3.9
100/06-02-010-113W1/00,2025/2/26,79.98,31.45,4
100/06-02-010-113W1/00,2025/2/27,79.05,62.28,3.95
100/06-02-010-113W1/00,2025/2/28,80.88,13.17,4.04
100/06-02-010-113W1/00,2025/3/1,84.05,56.6,4.2
100/06-02-010-113W1/00,2025/3/2,79.9,54.7,4
100/06-02-010-113W1/00,2025/3/3,83.87,31.67,4.19
100/06-02-010-113W1/00,2025/3/4,77.15,21.41,3.86
100/06-02-010-113W1/00,2025/3/5,78.01,49.74,3.9
100/06-02-010-113W1/00,2025/3/6,81.99,44.42,4.1
100/06-02-010-113W1/00,2025/3/7,81.37,30.4,4.07
100/06-02-010-113W1/00,2025/3/8,81.05,47.7,4.05
100/06-02-010-113W1/00,2025/3/9,82.64,22.84,4.13
100/06-02-010-113W1/00,2025/3/10,81.72,36.36,4.09
100/06-02-010-113W1/00,2025/3/11,78.23,28.05,3.91
100/06-02-010-113W1/00,2025/3/12,79.1,36.49,3.96
100/06-02-010-113W1/00,2025/3/13,77.55,43.36,3.88
100/06-02-010-113W1/00,2025/3/14,82.26,53.09,4.11
100/06-02-010-113W1/00,2025/3/15,80.73,42.13,4.04
100/06-02-010-113W1/00,2025/3/16,77.33,29.87,3.87
100/06-02-010-113W1/00,2025/3/17,80.16,37.88,4.01
100/06-02-010-113W1/00,2025/3/18,81.04,43.15,4.05
100/06-02-010-113W1/00,2025/3/19,77.63,55.65,3.88
100/06-02-010-113W1/00,2025/3/20,81.42,39.27,4.07
100/06-02-010-113W1/00,2025/3/21,79.14,28.47,3.96
100/06-02-010-113W1/00,2025/3/22,78.56,53.83,3.93
100/06-02-010-113W1/00,2025/3/23,80.14,20.19,4.01
100/06-02-010-113W1/00,2025/3/24,81.31,53.04,4.07
100/06-02-010-113W1/00,2025/3/25,78.84,15.45,3.94
100/06-02-010-113W1/00,2025/3/26,75.71,36.88,3.79
100/06-02-010-113W1/00,2025/3/27,77.57,34.83,3.88
100/06-02-010-113W1/00,2025/3/28,75.3,49.26,3.76
100/06-02-010-113W1/00,2025/3/29,74.68,17.17,3.73
100/06-02-010-113W1/00,2025/3/30,77.5,55.08,3.87
100/06-02-010-113W1/00,2025/3/31,74.44,44.79,3.72
100/06-02-010-113W1/00,2025/4/1,80.38,17.5,4.02
100/06-02-010-113W1/00,2025/4/2,80.09,61.51,4
100/06-02-010-113W1/00,2025/4/3,80.56,18.81,4.03
100/06-02-010-113W1/00,2025/4/4,79.15,18.59,3.96
100/06-02-010-113W1/00,2025/4/5,75,27.6,3.75
100/06-02-010-113W1/00,2025/4/6,78.92,62.83,3.95
100/06-02-010-113W1/00,2025/4/7,0,0,0
100/06-02-010-113W1/00,2025/4/8,77.72,37.35,3.89
100/06-02-010-113W1/00,2025/4/9,75.82,10.56,3.79
100/06-02-010-113W1/00,2025/4/10,74.08,35.95,3.7
100/06-02-010-113W1/00,2025/4/11,77.75,15.08,3.89
100/06-02-010-113W1/00,2025/4/12,80.48,18.75,4.02
100/06-02-010-113W1/00,2025/4/13,78.24,13.06,3.91
100/06-02-010-113W1/00,2025/4/14,75.38,55.84,3.77
100/06-02-010-113W1/00,2025/4/15,77.86,36.14,3.89
100/06-02-010-113W1/00,2025/4/16,80.51,62.68,4.03
100/06-02-010-113W1/00,2025/4/17,74.5,42.74,3.72
100/06-02-010-113W1/00,2025/4/18,73.34,10.52,3.67
100/06-02-010-113W1/00,2025/4/19,79.83,27.95,3.99
100/06-02-010-113W1/00,2025/4/20,77.65,51.57,3.88
100/06-02-010-113W1/00,2025/4/21,73.9,29.82,3.69
100/06-02-010-113W1/00,2025/4/22,77.2,13.43,3.86
100/06-02-010-113W1/00,2025/4/23,74.78,17.87,3.74
100/06-02-010-113W1/00,2025/4/24,76.97,31.39,3.85
100/06-02-010-113W1/00,2025/4/25,76.75,40.43,3.84
100/06-02-010-113W1/00,2025/4/26,72.92,36.42,3.65
100/06-02-010-113W1/00,2025/4/27,72.8,27.93,3.64
100/06-02-010-113W1/00,2025/4/28,75.31,31.71,3.77
100/06-02-010-113W1/00,2025/4/29,74.08,10.79,3.7
100/06-02-010-113W1/00,2025/4/30,79.12,34.06,3.96
100/06-02-010-113W1/00,2025/5/1,78.81,48.63,3.94
100/06-02-010-113W1/00,2025/5/2,72.51,31.6,3.63
100/06-02-010-113W1/00,2025/5/3,79.14,60.89,3.96
100/06-02-010-113W1/00,2025/5/4,76.68,31.53,3.83
100/06-02-010-113W1/00,2025/5/5,77.83,37.1,3.89
100/06-02-010-113W1/00,2025/5/6,79.18,33.17,3.96
100/06-02-010-113W1/00,2025/5/7,76.87,43.94,3.84
100/06-02-010-113W1/00,2025/5/8,78.38,23.74,3.92
100/06-02-010-113W1/00,2025/5/9,75.05,45.89,3.75
100/06-02-010-113W1/00,2025/5/10,78.04,59.17,3.9
100/06-02-010-113W1/00,2025/5/11,72.4,35.5,3.62
100/06-02-010-113W1/00,2025/5/12,78.06,44.52,3.9
100/06-02-010-113W1/00,2025/5/13,73.67,32.42,3.68
100/06-02-010-113W1/00,2025/5/14,73.49,37.7,3.67
100/06-02-010-113W1/00,2025/5/15,74.99,26.54,3.75
100/06-02-010-113W1/00,2025/5/16,0,0,0
100/06-02-010-113W1/00,2025/5/17,0,0,0
100/06-02-010-113W1/00,2025/5/18,72.44,32.99,3.62
100/06-02-010-113W1/00,2025/5/19,76.13,50.45,3.81
100/06-02-010-113W1/00,2025/5/20,75.24,50.2,3.76
100/06-02-010-113W1/00,2025/5/21,76.54,30.94,3.83
100/06-02-010-113W1/00,2025/5/22,76.92,17.11,3.85
100/06-02-010-113W1/00,2025/5/23,72.85,25.6,3.64
100/06-02-010-113W1/00,2025/5/24,75.45,49.7,3.77
100/06-02-010-113W1/00,2025/5/25,73.78,58.44,3.69
100/06-02-010-113W1/00,2025/5/26,73.98,50.67,3.7
100/06-02-010-113W1/00,2025/5/27,76.53,18.16,3.83
100/06-02-010-113W1/00,2025/5/28,77.31,35.01,3.87
100/06-02-010-113W1/00,2025/5/29,75.21,51.87,3.76
100/06-02-010-113W1/00,2025/5/30,75.05,13.98,3.75
100/06-02-010-113W1/00,2025/5/31,76.16,9.9,3.81
100/06-02-010-113W1/00,2025/6/1,73.74,13.78,3.69
100/06-02-010-113W1/00,2025/6/2,72.04,28.16,3.6
100/06-02-010-113W1/00,2025/6/3,76.02,48.8,3.8
100/06-02-010-113W1/00,2025/6/4,70.65,53.11,3.53
100/06-02-010-113W1/00,2025/6/5,70.68,47.58,3.53
100/06-02-010-113W1/00,2025/6/6,74.66,31.85,3.73
100/06-02-010-113W1/00,2025/6/7,76.9,31.23,3.84
100/06-02-010-113W1/00,2025/6/8,77.26,57.51,3.86
100/06-02-010-113W1/00,2025/6/9,73.66,12.15,3.68
100/06-02-010-113W1/00,2025/6/10,70.7,10.46,3.53
100/06-02-010-113W1/00,2025/6/11,71.27,7.51,3.56
100/06-02-010-113W1/00,2025/6/12,71.04,15.09,3.55
100/06-02-010-113W1/00,2025/6/13,71.48,42.95,3.57
100/06-02-010-113W1/00,2025/6/14,73.25,33.3,3.66
100/06-02-010-113W1/00,2025/6/15,70.37,19.72,3.52
100/06-02-010-113W1/00,2025/6/16,75.24,39.39,3.76
100/06-02-010-113W1/00,2025/6/17,70.62,45.66,3.53
100/06-02-010-113W1/00,2025/6/18,75.09,34.47,3.75
100/06-02-010-113W1/00,2025/6/19,76.29,56.81,3.81
100/06-02-010-113W1/00,2025/6/20,73.33,20.97,3.67
100/06-02-010-113W1/00,2025/6/21,72.87,13.8,3.64
100/06-02-010-113W1/00,2025/6/22,70.4,31.8,3.52
100/06-02-010-113W1/00,2025/6/23,71.88,10.79,3.59
100/06-02-010-113W1/00,2025/6/24,75,51.54,3.75
100/06-02-010-113W1/00,2025/6/25,74.85,32.92,3.74
100/06-02-010-113W1/00,2025/6/26,70.15,23.96,3.51
100/06-02-010-113W1/00,2025/6/27,76.46,10.28,3.82
100/06-02-010-113W1/00,2025/6/28,72.42,22.48,3.62
100/06-02-010-113W1/00,2025/6/29,70.17,45.52,3.51
100/06-02-010-113W1/00,2025/6/30,73.32,44.06,3.67
100/06-02-010-113W1/00,2025/7/1,75.03,39.45,3.75
100/06-02-010-113W1/00,2025/7/2,72.56,46.3,3.63
100/06-02-010-113W1/00,2025/7/3,69.61,25.71,3.48
100/06-02-010-113W1/00,2025/7/4,71.93,23.92,3.6
100/06-02-010-113W1/00,2025/7/5,73.11,58.48,3.66
100/06-02-010-113W1/00,2025/7/6,70.2,15.02,3.51
100/06-02-010-113W1/00,2025/7/7,72.67,34.97,3.63
100/06-02-010-113W1/00,2025/7/8,73.6,45.54,3.68
100/06-02-010-113W1/00,2025/7/9,71,56.33,3.55
100/06-02-010-113W1/00,2025/7/10,73.95,30.83,3.7
100/06-02-010-113W1/00,2025/7/11,73.95,41.96,3.7
100/06-02-010-113W1/00,2025/7/12,75.12,38.01,3.76
100/06-02-010-113W1/00,2025/7/13,71.17,44.89,3.56
100/06-02-010-113W1/00,2025/7/14,69.52,9.45,3.48
100/06-02-010-113W1/00,2025/7/15,69.99,31.48,3.5
100/06-02-010-113W1/00,2025/7/16,72.17,11.43,3.61
100/06-02-010-113W1/00,2025/7/17,69.65,19.54,3.48
100/06-02-010-113W1/00,2025/7/18,71.64,17.35,3.58
100/06-02-010-113W1/00,2025/7/19,69.2,54.6,3.46
100/06-02-010-113W1/00,2025/7/20,74.12,51.45,3.71
100/06-02-010-113W1/00,2025/7/21,72.91,17.13,3.65
100/06-02-010-113W1/00,2025/7/22,69.75,47.6,3.49
100/06-02-010-113W1/00,2025/7/23,73.27,12.45,3.66
100/06-02-010-113W1/00,2025/7/24,69.87,38.99,3.49
100/06-02-010-113W1/00,2025/7/25,70.25,38.77,3.51
100/06-02-010-113W1/00,2025/7/26,67.88,50.45,3.39
100/06-02-010-113W1/00,2025/7/27,73.28,27.02,3.66
100/06-02-010-113W1/00,2025/7/28,73.65,28.75,3.68
100/06-02-010-113W1/00,2025/7/29,67.57,14.26,3.38
100/06-02-010-113W1/00,2025/7/30,72.46,36.8,3.62
100/06-02-010-113W1/00,2025/7/31,70.48,24.57,3.52
100/06-02-010-113W1/00,2025/8/1,73.43,47.22,3.67
100/06-02-010-113W1/00,2025/8/2,73.51,31.63,3.68
100/06-02-010-113W1/00,2025/8/3,68.15,38.81,3.41
100/06-02-010-113W1/00,2025/8/4,70.2,7.85,3.51
100/06-02-010-113W1/00,2025/8/5,67.7,18.13,3.38
100/06-02-010-113W1/00,2025/8/6,71.87,8.65,3.59
100/06-02-010-113W1/00,2025/8/7,67.93,51.74,3.4
100/06-02-010-113W1/00,2025/8/8,68.48,36.3,3.42
100/06-02-010-113W1/00,2025/8/9,0,0,0
100/06-02-010-113W1/00,2025/8/10,69.19,10.64,3.46
100/06-02-010-113W1/00,2025/8/11,71.43,30.64,3.57
100/06-02-010-113W1/00,2025/8/12,67.51,18.33,3.38
100/06-02-010-113W1/00,2025/8/13,72.28,14.07,3.61
100/06-02-010-113W1/00,2025/8/14,68.97,17.81,3.45
100/06-02-010-113W1/00,2025/8/15,69.71,26.5,3.49
100/06-02-010-113W1/00,2025/8/16,69.89,21.84,3.49
100/06-02-010-113W1/00,2025/8/17,71.08,8.44,3.55
100/06-02-010-113W1/00,2025/8/18,66.75,15.39,3.34
100/06-02-010-113W1/00,2025/8/19,72.34,51.94,3.62
100/06-02-010-113W1/00,2025/8/20,69.17,35.14,3.46
100/06-02-010-113W1/00,2025/8/21,71.52,44.41,3.58
100/06-02-010-113W1/00,2025/8/22,66.2,16.66,3.31
100/06-02-010-113W1/00,2025/8/23,70.75,51.37,3.54
100/06-02-010-113W1/00,2025/8/24,70.18,34.97,3.51
100/06-02-010-113W1/00,2025/8/25,69.54,36.63,3.48
100/06-02-010-113W1/00,2025/8/26,67.82,37.18,3.39
100/06-02-010-113W1/00,2025/8/27,71.82,24.4,3.59
100/06-02-010-113W1/00,2025/8/28,72.64,53.6,3.63
100/06-02-010-113W1/00,2025/8/29,0,0,0
100/06-02-010-113W1/00,2025/8/30,0,0,0
100/06-02-010-113W1/00,2025/8/31,70.57,55.55,3.53
100/06-02-010-113W1/00,2025/9/1,68.5,40.36,3.42
100/06-02-010-113W1/00,2025/9/2,70.45,44.61,3.52
100/06-02-010-113W1/00,2025/9/3,66.29,39.33,3.31
100/06-02-010-113W1/00,2025/9/4,72.02,17.84,3.6
100/06-02-010-113W1/00,2025/9/5,70.08,19.15,3.5
100/06-02-010-113W1/00,2025/9/6,67.12,22.38,3.36
100/06-02-010-113W1/00,2025/9/7,68.93,28.57,3.45
100/06-02-010-113W1/00,2025/9/8,67.29,14.22,3.36
100/06-02-010-113W1/00,2025/9/9,66.53,33.76,3.33
100/06-02-010-113W1/00,2025/9/10,66.29,11.67,3.31
100/06-02-010-113W1/00,2025/9/11,67.17,51.46,3.36
100/06-02-010-113W1/00,2025/9/12,67.27,20.36,3.36
100/06-02-010-113W1/00,2025/9/13,65.52,11.95,3.28
100/06-02-010-113W1/00,2025/9/14,70.22,32.28,3.51
100/06-02-010-113W1/00,2025/9/15,0,0,0
100/06-02-010-113W1/00,2025/9/16,66.28,32.23,3.31
100/06-02-010-113W1/00,2025/9/17,65.27,19.5,3.26
100/06-02-010-113W1/00,2025/9/18,66.41,24.25,3.32
100/06-02-010-113W1/00,2025/9/19,70.88,17.12,3.54
100/06-02-010-113W1/00,2025/9/20,68.94,32.08,3.45
100/06-02-010-113W1/00,2025/9/21,65.86,29.1,3.29
100/06-02-010-113W1/00,2025/9/22,69.91,44.36,3.5
100/06-02-010-113W1/00,2025/9/23,65.06,47.86,3.25
100/06-02-010-113W1/00,2025/9/24,70.22,9.88,3.51
100/06-02-010-113W1/00,2025/9/25,68.01,47.77,3.4
100/06-02-010-113W1/00,2025/9/26,65.93,25.35,3.3
100/06-02-010-113W1/00,2025/9/27,70.6,56.12,3.53
100/06-02-010-113W1/00,2025/9/28,64.24,8.57,3.21
100/06-02-010-113W1/00,2025/9/29,66.5,45.28,3.32
100/06-02-010-113W1/00,2025/9/30,65.35,34.88,3.27
100/06-02-010-113W1/00,2025/10/1,67.17,11.59,3.36
100/06-02-010-113W1/00,2025/10/2,66.52,33.55,3.33
100/06-02-010-113W1/00,2025/10/3,64.05,50.97,3.2
100/06-02-010-113W1/00,2025/10/4,67.07,51.53,3.35
100/06-02-010-113W1/00,2025/10/5,65.11,43.34,3.26
100/06-02-010-113W1/00,2025/10/6,69.15,20.06,3.46
100/06-02-010-113W1/00,2025/10/7,67.2,15.97,3.36
100/06-02-010-113W1/00,2025/10/8,67.98,50.75,3.4
100/06-02-010-113W1/00,2025/10/9,64.84,42.8,3.24
100/06-02-010-113W1/00,2025/10/10,68.06,46.45,3.4
100/06-02-010-113W1/00,2025/10/11,66.64,36.36,3.33
100/06-02-010-113W1/00,2025/10/12,64.7,34.39,3.23
100/06-02-010-113W1/00,2025/10/13,63.96,6.42,3.2
100/06-02-010-113W1/00,2025/10/14,65.79,41.23,3.29
100/06-02-010-113W1/00,2025/10/15,66.56,25.62,3.33
100/06-02-010-113W1/00,2025/10/16,65.64,50.85,3.28
100/06-02-010-113W1/00,2025/10/17,68.86,51.25,3.44
100/06-02-010-113W1/00,2025/10/18,66.74,41.34,3.34
100/06-02-010-113W1/00,2025/10/19,69.04,41.52,3.45
100/06-02-010-113W1/00,2025/10/20,65.38,44.66,3.27
100/06-02-010-113W1/00,2025/10/21,67.6,22.18,3.38
100/06-02-010-113W1/00,2025/10/22,68.94,17.44,3.45
100/06-02-010-113W1/00,2025/10/23,65.51,51.93,3.28
100/06-02-010-113W1/00,2025/10/24,64.38,23.65,3.22
100/06-02-010-113W1/00,2025/10/25,63.32,33.09,3.17
100/06-02-010-113W1/00,2025/10/26,68.38,10.08,3.42
100/06-02-010-113W1/00,2025/10/27,67.33,14.38,3.37
100/06-02-010-113W1/00,2025/10/28,0,0,0
100/06-02-010-113W1/00,2025/10/29,0,0,0
100/06-02-010-113W1/00,2025/10/30,67.72,42.14,3.39
100/06-02-010-113W1/00,2025/10/31,68.39,17.71,3.42
100/06-02-010-113W1/00,2025/11/1,66.7,14.54,3.33
100/06-02-010-113W1/00,2025/11/2,65.62,9.21,3.28
100/06-02-010-113W1/00,2025/11/3,66.21,39.03,3.31
100/06-02-010-113W1/00,2025/11/4,67.79,8.35,3.39
100/06-02-010-113W1/00,2025/11/5,65.34,10.04,3.27
100/06-02-010-113W1/00,2025/11/6,64.79,18.85,3.24
100/06-02-010-113W1/00,2025/11/7,0,0,0
100/06-02-010-113W1/00,2025/11/8,65.8,17.07,3.29
100/06-02-010-113W1/00,2025/11/9,62.14,27.47,3.11
100/06-02-010-113W1/00,2025/11/10,68,24.95,3.4
100/06-02-010-113W1/00,2025/11/11,65.86,49.32,3.29
100/06-02-010-113W1/00,2025/11/12,63.99,46.14,3.2
100/06-02-010-113W1/00,2025/11/13,62.75,9.89,3.14
100/06-02-010-113W1/00,2025/11/14,61.88,43.51,3.09
100/06-02-010-113W1/00,2025/11/15,61.79,23.55,3.09
100/06-02-010-113W1/00,2025/11/16,65.77,37.85,3.29
100/06-02-010-113W1/00,2025/11/17,61.93,34.63,3.1
100/06-02-010-113W1/00,2025/11/18,66.28,45.14,3.31
100/06-02-010-113W1/00,2025/11/19,67.32,21.92,3.37
100/06-02-010-113W1/00,2025/11/20,0,0,0
100/06-02-010-113W1/00,2025/11/21,62.96,17.39,3.15
100/06-02-010-113W1/00,2025/11/22,67.22,13.76,3.36
100/06-02-010-113W1/00,2025/11/23,63.25,42.12,3.16
100/06-02-010-113W1/00,2025/11/24,64.08,22.78,3.2
100/06-02-010-113W1/00,2025/11/25,64.68,37.46,3.23
100/06-02-010-113W1/00,2025/11/26,62.2,43,3.11
100/06-02-010-113W1/00,2025/11/27,67.17,18.5,3.36
100/06-02-010-113W1/00,2025/11/28,62.95,20.3,3.15
100/06-02-010-113W1/00,2025/11/29,65.88,32.26,3.29
100/06-02-010-113W1/00,2025/11/30,62.99,36.81,3.15
100/06-02-010-113W1/00,2025/12/1,61.94,23.56,3.1
100/06-02-010-113W1/00,2025/12/2,63.2,20.57,3.16
100/06-02-010-113W1/00,2025/12/3,62.26,37.14,3.11
100/06-02-010-113W1/00,2025/12/4,64.44,34.03,3.22
100/06-02-010-113W1/00,2025/12/5,66.31,19.88,3.32
100/06-02-010-113W1/00,2025/12/6,66.99,34.62,3.35
100/06-02-010-113W1/00,2025/12/7,63.52,9.04,3.18
100/06-02-010-113W1/00,2025/12/8,60.85,35.93,3.04
100/06-02-010-113W1/00,2025/12/9,0,0,0
100/06-02-010-113W1/00,2025/12/10,64.34,27.04,3.22
100/06-02-010-113W1/00,2025/12/11,63.46,20.18,3.17
100/06-02-010-113W1/00,2025/12/12,62.72,31.13,3.14
100/06-02-010-113W1/00,2025/12/13,66.67,30.04,3.33
100/06-02-010-113W1/00,2025/12/14,63.37,44.77,3.17
100/06-02-010-113W1/00,2025/12/15,0,0,0
100/06-02-010-113W1/00,2025/12/16,65.42,23.44,3.27
100/06-02-010-113W1/00,2025/12/17,65.44,35.79,3.27
100/06-02-010-113W1/00,2025/12/18,64.13,39.67,3.21
100/06-02-010-113W1/00,2025/12/19,60.44,38.88,3.02
100/06-02-010-113W1/00,2025/12/20,60.49,27.58,3.02
100/06-02-010-113W1/00,2025/12/21,64.65,31.19,3.23
100/06-02-010-113W1/00,2025/12/22,61.1,32.03,3.06
100/06-02-010-113W1/00,2025/12/23,63.77,38.64,3.19
100/06-02-010-113W1/00,2025/12/24,64.99,45.33,3.25
100/06-02-010-113W1/00,2025/12/25,61.97,36,3.1
100/06-02-010-113W1/00,2025/12/26,60.96,29.68,3.05
100/06-02-010-113W1/00,2025/12/27,62.16,41.45,3.11
100/06-02-010-113W1/00,2025/12/28,59.83,8.41,2.99
100/06-02-010-113W1/00,2025/12/29,65.64,38.19,3.28
100/06-02-010-113W1/00,2025/12/30,65.45,36.91,3.27
100/06-02-010-113W1/00,2025/12/31,64.31,23.5,3.22
100/06-02-010-113W1/00,2026/1/1,60.63,18.46,3.03
100/12-21-010-114W1/00,2025/1/1,81.96,13.16,4.1
100/12-21-010-114W1/00,2025/1/2,81.14,34.46,4.06
100/12-21-010-114W1/00,2025/1/3,78.04,61.87,3.9
100/12-21-010-114W1/00,2025/1/4,84.87,40.27,4.24
100/12-21-010-114W1/00,2025/1/5,84.38,50.36,4.22
100/12-21-010-114W1/00,2025/1/6,81.98,13.22,4.1
100/12-21-010-114W1/00,2025/1/7,85.15,14.07,4.26
100/12-21-010-114W1/00,2025/1/8,84.99,25.42,4.25
100/12-21-010-114W1/00,2025/1/9,81.91,42.38,4.1
100/12-21-010-114W1/00,2025/1/10,79.92,10.71,4
100/12-21-010-114W1/00,2025/1/11,83.48,47.54,4.17
100/12-21-010-114W1/00,2025/1/12,79.31,9.17,3.97
100/12-21-010-114W1/00,2025/1/13,81.25,25.58,4.06
100/12-21-010-114W1/00,2025/1/14,77.69,26.74,3.88
100/12-21-010-114W1/00,2025/1/15,84.57,61.54,4.23
100/12-21-010-114W1/00,2025/1/16,84.4,39.59,4.22
100/12-21-010-114W1/00,2025/1/17,83.43,20.82,4.17
100/12-21-010-114W1/00,2025/1/18,78.78,36.28,3.94
100/12-21-010-114W1/00,2025/1/19,78.06,32.57,3.9
100/12-21-010-114W1/00,2025/1/20,81.35,58.15,4.07
100/12-21-010-114W1/00,2025/1/21,78.02,39.24,3.9
100/12-21-010-114W1/00,2025/1/22,81.92,53.76,4.1
100/12-21-010-114W1/00,2025/1/23,84.12,31.86,4.21
100/12-21-010-114W1/00,2025/1/24,80.89,14.36,4.04
100/12-21-010-114W1/00,2025/1/25,78.05,29.47,3.9
100/12-21-010-114W1/00,2025/1/26,76.57,42.86,3.83
100/12-21-010-114W1/00,2025/1/27,81.92,46.06,4.1
100/12-21-010-114W1/00,2025/1/28,78.5,14.97,3.92
100/12-21-010-114W1/00,2025/1/29,82.08,19.79,4.1
100/12-21-010-114W1/00,2025/1/30,83.76,43.21,4.19
100/12-21-010-114W1/00,2025/1/31,78.06,19.28,3.9
100/12-21-010-114W1/00,2025/2/1,81.36,46.92,4.07
100/12-21-010-114W1/00,2025/2/2,80.3,49.38,4.02
100/12-21-010-114W1/00,2025/2/3,78.55,55.78,3.93
100/12-21-010-114W1/00,2025/2/4,80.01,47.36,4
100/12-21-010-114W1/00,2025/2/5,79.05,31.6,3.95
100/12-21-010-114W1/00,2025/2/6,81.92,50.12,4.1
100/12-21-010-114W1/00,2025/2/7,78.02,41.05,3.9
100/12-21-010-114W1/00,2025/2/8,82.39,14.5,4.12
100/12-21-010-114W1/00,2025/2/9,78.99,61.95,3.95
100/12-21-010-114W1/00,2025/2/10,78.46,9.28,3.92
100/12-21-010-114W1/00,2025/2/11,75.92,51.94,3.8
100/12-21-010-114W1/00,2025/2/12,78.73,31.53,3.94
100/12-21-010-114W1/00,2025/2/13,77.3,21.2,3.86
100/12-21-010-114W1/00,2025/2/14,81.33,54.85,4.07
100/12-21-010-114W1/00,2025/2/15,76.01,8.99,3.8
100/12-21-010-114W1/00,2025/2/16,80.9,21.68,4.05
100/12-21-010-114W1/00,2025/2/17,76.72,28.9,3.84
100/12-21-010-114W1/00,2025/2/18,76.59,27.84,3.83
100/12-21-010-114W1/00,2025/2/19,75.46,33.42,3.77
100/12-21-010-114W1/00,2025/2/20,79.98,53.77,4
100/12-21-010-114W1/00,2025/2/21,74.71,39.84,3.74
100/12-21-010-114W1/00,2025/2/22,79.21,45.9,3.96
100/12-21-010-114W1/00,2025/2/23,80.72,59.55,4.04
100/12-21-010-114W1/00,2025/2/24,76.63,39.13,3.83
100/12-21-010-114W1/00,2025/2/25,76.68,51.68,3.83
100/12-21-010-114W1/00,2025/2/26,0,0,0
100/12-21-010-114W1/00,2025/2/27,80.18,60.22,4.01
100/12-21-010-114W1/00,2025/2/28,75.77,55.51,3.79
100/12-21-010-114W1/00,2025/3/1,79.2,37.33,3.96
100/12-21-010-114W1/00,2025/3/2,76.04,35.3,3.8
100/12-21-010-114W1/00,2025/3/3,79.24,42.42,3.96
100/12-21-010-114W1/00,2025/3/4,76,13.94,3.8
100/12-21-010-114W1/00,2025/3/5,73.83,18.29,3.69
100/12-21-010-114W1/00,2025/3/6,76.78,10.06,3.84
100/12-21-010-114W1/00,2025/3/7,77.72,12.02,3.89
100/12-21-010-114W1/00,2025/3/8,74.17,51.8,3.71
100/12-21-010-114W1/00,2025/3/9,0,0,0
100/12-21-010-114W1/00,2025/3/10,76.05,46.91,3.8
100/12-21-010-114W1/00,2025/3/11,73.74,46.99,3.69
100/12-21-010-114W1/00,2025/3/12,80.22,10.88,4.01
100/12-21-010-114W1/00,2025/3/13,78.62,29.5,3.93
100/12-21-010-114W1/00,2025/3/14,78.82,51.15,3.94
100/12-21-010-114W1/00,2025/3/15,75.81,34.44,3.79
100/12-21-010-114W1/00,2025/3/16,74.82,46.82,3.74
100/12-21-010-114W1/00,2025/3/17,76.06,29.1,3.8
100/12-21-010-114W1/00,2025/3/18,79.74,45.19,3.99
100/12-21-010-114W1/00,2025/3/19,78.6,43.13,3.93
100/12-21-010-114W1/00,2025/3/20,73.3,9.28,3.67
100/12-21-010-114W1/00,2025/3/21,78.81,25.15,3.94
100/12-21-010-114W1/00,2025/3/22,79.37,54.44,3.97
100/12-21-010-114W1/00,2025/3/23,74.4,13.54,3.72
100/12-21-010-114W1/00,2025/3/24,0,0,0
100/12-21-010-114W1/00,2025/3/25,72.72,14.21,3.64
100/12-21-010-114W1/00,2025/3/26,76.96,40.87,3.85
100/12-21-010-114W1/00,2025/3/27,74,26.62,3.7
100/12-21-010-114W1/00,2025/3/28,73.74,53.71,3.69
100/12-21-010-114W1/00,2025/3/29,76.86,57.02,3.84
100/12-21-010-114W1/00,2025/3/30,72.14,57.55,3.61
100/12-21-010-114W1/00,2025/3/31,76.98,21.32,3.85
100/12-21-010-114W1/00,2025/4/1,76.63,31.08,3.83
100/12-21-010-114W1/00,2025/4/2,74.21,25.16,3.71
100/12-21-010-114W1/00,2025/4/3,77.64,32.68,3.88
100/12-21-010-114W1/00,2025/4/4,77.66,16.31,3.88
100/12-21-010-114W1/00,2025/4/5,74.24,53.17,3.71
100/12-21-010-114W1/00,2025/4/6,72.33,32.25,3.62
100/12-21-010-114W1/00,2025/4/7,75.62,31.47,3.78
100/12-21-010-114W1/00,2025/4/8,72.12,14.33,3.61
100/12-21-010-114W1/00,2025/4/9,77.85,20.57,3.89
100/12-21-010-114W1/00,2025/4/10,71.54,37.62,3.58
100/12-21-010-114W1/00,2025/4/11,73.87,42.53,3.69
100/12-21-010-114W1/00,2025/4/12,78,11.34,3.9
100/12-21-010-114W1/00,2025/4/13,71.45,50.56,3.57
100/12-21-010-114W1/00,2025/4/14,75.16,11.92,3.76
100/12-21-010-114W1/00,2025/4/15,73.03,35.97,3.65
100/12-21-010-114W1/00,2025/4/16,71.29,43.59,3.56
100/12-21-010-114W1/00,2025/4/17,74.04,14.02,3.7
100/12-21-010-114W1/00,2025/4/18,74.81,54.7,3.74
100/12-21-010-114W1/00,2025/4/19,77.53,56.16,3.88
100/12-21-010-114W1/00,2025/4/20,77.4,25.25,3.87
100/12-21-010-114W1/00,2025/4/21,70.74,36.25,3.54
100/12-21-010-114W1/00,2025/4/22,76.07,15.58,3.8
